replies_count,participants_count,likes,comments,shares,date,domain_rank
0,1,0,0,0,797,0
0,1,0,0,0,792,60463
0,1,0,0,0,819,68648
0,1,0,0,0,819,68648
0,0,0,0,0,819,93026
0,1,0,0,0,812,0
0,1,0,0,0,803,0
0,0,0,0,0,802,0
0,1,0,0,0,815,0
0,1,0,0,0,818,34478
0,1,0,0,0,818,0
0,1,0,0,0,805,63847
0,1,0,0,0,819,23950
0,1,0,0,0,819,91878
0,1,0,0,0,808,0
0,1,0,0,0,820,91878
0,1,0,0,0,819,77628
0,1,0,0,0,814,58305
0,1,0,0,0,812,0
0,1,0,0,0,819,41475
0,1,0,0,0,819,61606
0,1,931,0,931,816,6416
0,1,0,0,0,813,18369
0,1,0,0,0,815,63072
0,1,0,0,0,816,60570
0,1,0,0,0,802,0
0,1,0,0,0,818,0
0,1,0,0,0,816,77628
0,1,0,0,0,811,0
0,1,0,0,0,811,0
0,1,0,0,0,812,0
0,0,0,0,0,820,16425
0,1,0,0,0,812,62759
0,1,0,0,0,811,34478
0,1,0,0,0,819,0
0,1,0,0,0,814,31016
0,1,0,0,0,819,0
0,1,877,0,877,818,18369
0,1,0,0,0,818,0
0,1,0,0,0,814,91187
0,1,0,0,0,809,30890
0,1,0,0,0,811,0
0,1,0,0,0,814,0
0,1,0,0,0,804,17592
0,1,0,0,0,790,0
0,1,0,0,0,803,22432
0,0,0,0,0,815,25709
0,1,0,0,0,812,61606
0,1,0,0,0,819,68648
0,1,0,0,0,819,18533
0,1,0,0,0,819,26413
0,1,0,0,0,805,0
0,1,0,0,0,805,0
0,1,0,0,0,817,43665
0,1,25,0,25,818,2774
0,1,0,0,0,819,68648
0,1,951,0,951,816,6416
0,1,0,0,0,797,0
0,0,0,0,0,818,18495
0,1,0,0,0,815,0
0,1,0,0,0,811,0
0,1,0,0,0,817,60463
0,1,0,0,0,811,0
0,1,604,0,604,818,4617
0,0,0,0,0,816,25709
0,1,0,0,0,819,68648
0,1,0,0,0,817,40480
0,1,0,0,0,809,60463
0,0,601,0,601,814,16425
0,1,0,0,0,817,37161
0,1,0,0,0,820,14170
0,1,0,0,0,794,25945
0,1,0,0,0,815,48959
0,1,0,0,0,811,60570
0,0,0,0,0,813,25709
0,1,0,0,0,806,27046
0,1,0,0,0,814,0
0,1,0,0,0,800,0
0,1,0,0,0,807,94243
0,1,0,0,0,817,14170
0,0,0,0,0,811,25709
0,1,0,0,0,815,40480
0,1,0,0,0,790,60570
0,0,0,0,0,814,25709
0,0,0,0,0,814,33221
0,1,0,0,0,812,61606
0,1,0,0,0,803,25689
0,1,0,0,0,818,23950
0,1,0,0,0,818,486
0,1,0,0,0,799,0
0,1,0,0,0,798,0
0,1,0,0,0,808,51246
0,1,0,0,0,798,0
0,0,0,0,0,808,16425
0,1,0,0,0,813,48959
0,0,0,0,0,820,22891
0,1,0,0,0,820,0
0,1,0,0,0,813,0
0,0,0,0,0,819,0
0,1,0,0,0,815,23950
0,1,0,0,0,805,93150
0,1,0,0,0,805,58305
0,1,0,0,0,818,4617
0,1,0,0,0,818,77628
0,1,0,0,0,807,85288
0,1,0,0,0,809,0
0,0,0,0,0,820,18495
0,1,0,0,0,815,34811
0,1,0,0,0,813,0
0,1,0,0,0,817,30230
0,0,0,0,0,791,40299
0,1,0,0,0,818,23950
0,1,0,0,0,792,25945
0,1,0,0,0,819,37161
0,1,0,0,0,812,62759
0,1,0,0,0,814,0
0,1,0,0,0,819,0
0,0,0,0,0,818,0
0,1,0,0,0,813,27046
0,1,0,0,0,818,32398
0,0,0,0,0,800,40299
0,1,0,0,0,813,35234
0,1,0,0,0,792,15846
0,1,0,0,0,820,12387
0,0,0,0,0,818,84363
0,1,0,0,0,793,36845
0,1,0,0,0,818,8968
0,1,0,0,0,817,34478
0,1,0,0,0,810,37161
0,1,0,0,0,815,0
0,1,0,0,0,808,0
0,1,0,0,0,798,0
0,1,0,0,0,806,60463
0,1,0,0,0,814,27046
0,0,41,0,41,813,16425
0,1,0,0,0,811,37161
0,1,0,0,0,801,51246
0,1,0,0,0,810,0
0,1,0,0,0,810,51246
0,1,0,0,0,804,58305
0,1,0,0,0,813,68691
0,1,0,0,0,812,0
0,0,0,0,0,814,23405
0,1,0,0,0,808,0
0,1,0,0,0,819,10352
0,1,0,0,0,819,1550
0,1,0,0,0,815,34811
0,1,0,0,0,813,0
0,1,0,0,0,818,0
0,0,0,0,0,814,75353
0,1,56,0,56,820,2435
0,1,320,0,320,818,486
0,0,0,0,0,791,98679
0,1,0,0,0,810,0
0,1,0,0,0,820,12387
0,1,0,0,0,811,37614
0,0,0,0,0,808,84363
0,1,0,0,0,815,0
0,1,0,0,0,815,64783
0,0,0,0,0,818,61423
0,1,0,0,0,811,0
0,1,0,0,0,812,61606
0,1,0,0,0,819,67400
0,1,0,0,0,806,0
0,0,0,0,0,819,61423
0,1,0,0,0,808,51246
0,1,0,0,0,807,15846
0,1,0,0,0,809,0
0,0,0,0,0,820,22891
0,0,0,0,0,811,44451
0,1,0,0,0,810,0
0,0,0,0,0,816,25709
0,1,0,0,0,820,0
0,1,0,0,0,817,0
0,1,0,0,0,817,0
0,1,0,0,0,805,37614
0,0,0,0,0,818,93026
0,0,0,0,0,793,16425
0,0,0,0,0,805,16425
0,1,0,0,0,815,34811
0,0,0,0,0,818,31016
0,1,0,0,0,812,0
0,1,0,0,0,818,60463
0,1,0,0,0,818,0
0,1,0,0,0,805,60570
0,1,0,0,0,811,0
0,0,0,0,0,812,25709
0,1,0,0,0,814,0
0,1,0,0,0,815,40480
0,1,0,0,0,818,10352
0,1,0,0,0,816,91878
0,1,0,0,0,800,60570
0,0,0,0,0,799,40299
0,1,0,0,0,791,48717
0,0,0,0,0,794,0
0,1,0,0,0,816,30230
0,1,102,0,102,819,2774
0,1,0,0,0,807,0
0,1,0,0,0,812,0
0,1,0,0,0,814,60463
0,1,0,0,0,813,67400
0,1,0,0,0,819,12993
0,1,0,0,0,819,0
0,1,0,0,0,816,30230
0,1,0,0,0,807,0
0,1,0,0,0,813,10352
0,0,0,0,0,808,0
0,1,0,0,0,819,0
0,1,0,0,0,801,0
0,1,0,0,0,790,0
0,1,0,0,0,806,64783
0,0,1,0,1,819,1616
0,1,0,0,0,801,0
0,1,0,0,0,818,94243
0,1,0,0,0,811,0
0,1,0,0,0,813,58305
0,1,0,0,0,819,0
0,1,0,0,0,817,0
0,0,0,0,0,794,15846
0,1,0,0,0,818,53149
0,1,0,0,0,807,0
0,1,0,0,0,813,10352
0,1,0,0,0,816,23040
0,1,0,0,0,812,17592
0,1,0,0,0,810,10414
0,1,0,0,0,810,54210
0,1,0,0,0,807,0
0,1,0,0,0,814,23950
0,0,0,0,0,819,41475
0,1,434,0,434,819,538
0,1,0,0,0,819,0
0,1,0,0,0,817,0
0,1,0,0,0,818,91878
0,1,0,0,0,815,77628
0,0,0,0,0,818,18495
0,1,0,0,0,814,0
0,1,0,0,0,820,36674
0,1,0,0,0,818,65060
0,1,0,0,0,807,51784
0,1,0,0,0,816,61606
0,0,0,0,0,815,25709
0,1,0,0,0,806,0
0,1,0,0,0,809,27046
0,1,0,0,0,819,68648
0,0,0,0,0,818,93026
0,1,0,0,0,813,0
0,1,112,0,112,820,538
0,1,0,0,0,818,23950
0,1,0,0,0,815,17592
0,1,0,0,0,815,0
0,1,0,0,0,818,0
0,1,0,0,0,796,63847
0,1,0,0,0,807,53149
0,0,0,0,0,817,25709
0,1,0,0,0,816,30230
0,1,0,0,0,793,48717
0,0,0,0,0,820,22891
