replies_count,participants_count,likes,comments,shares,domain_rank,readability
0,1,0,0,0,0,5
0,1,0,0,0,60463,0
0,1,0,0,0,68648,4
0,1,0,0,0,68648,4
0,0,0,0,0,93026,0
0,1,0,0,0,0,4
0,1,0,0,0,0,0
0,0,0,0,0,0,4
0,1,0,0,0,0,1
0,1,0,0,0,34478,0
0,1,0,0,0,0,0
0,1,0,0,0,63847,2
0,1,0,0,0,23950,0
0,1,0,0,0,91878,2
0,1,0,0,0,0,0
0,1,0,0,0,91878,4
0,1,0,0,0,77628,1
0,1,0,0,0,58305,2
0,1,0,0,0,0,0
0,1,0,0,0,41475,1
0,1,0,0,0,61606,5
0,1,931,0,931,6416,0
0,1,0,0,0,18369,3
0,1,0,0,0,63072,0
0,1,0,0,0,60570,4
0,1,0,0,0,0,3
0,1,0,0,0,0,4
0,1,0,0,0,77628,3
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,4
0,0,0,0,0,16425,2
0,1,0,0,0,62759,4
0,1,0,0,0,34478,0
0,1,0,0,0,0,3
0,1,0,0,0,31016,3
0,1,0,0,0,0,0
0,1,877,0,877,18369,1
0,1,0,0,0,0,0
0,1,0,0,0,91187,0
0,1,0,0,0,30890,2
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,17592,4
0,1,0,0,0,0,0
0,1,0,0,0,22432,2
0,0,0,0,0,25709,3
0,1,0,0,0,61606,3
0,1,0,0,0,68648,2
0,1,0,0,0,18533,3
0,1,0,0,0,26413,0
0,1,0,0,0,0,3
0,1,0,0,0,0,0
0,1,0,0,0,43665,0
0,1,25,0,25,2774,1
0,1,0,0,0,68648,2
0,1,951,0,951,6416,0
0,1,0,0,0,0,2
0,0,0,0,0,18495,4
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,60463,3
0,1,0,0,0,0,2
0,1,604,0,604,4617,3
0,0,0,0,0,25709,4
0,1,0,0,0,68648,3
0,1,0,0,0,40480,1
0,1,0,0,0,60463,2
0,0,601,0,601,16425,5
0,1,0,0,0,37161,6
0,1,0,0,0,14170,1
0,1,0,0,0,25945,3
0,1,0,0,0,48959,1
0,1,0,0,0,60570,0
0,0,0,0,0,25709,5
0,1,0,0,0,27046,1
0,1,0,0,0,0,1
0,1,0,0,0,0,3
0,1,0,0,0,94243,0
0,1,0,0,0,14170,0
0,0,0,0,0,25709,2
0,1,0,0,0,40480,2
0,1,0,0,0,60570,0
0,0,0,0,0,25709,1
0,0,0,0,0,33221,0
0,1,0,0,0,61606,0
0,1,0,0,0,25689,2
0,1,0,0,0,23950,2
0,1,0,0,0,486,0
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,51246,3
0,1,0,0,0,0,5
0,0,0,0,0,16425,2
0,1,0,0,0,48959,1
0,0,0,0,0,22891,1
0,1,0,0,0,0,0
0,1,0,0,0,0,3
0,0,0,0,0,0,1
0,1,0,0,0,23950,0
0,1,0,0,0,93150,1
0,1,0,0,0,58305,1
0,1,0,0,0,4617,1
0,1,0,0,0,77628,2
0,1,0,0,0,85288,2
0,1,0,0,0,0,6
0,0,0,0,0,18495,0
0,1,0,0,0,34811,0
0,1,0,0,0,0,0
0,1,0,0,0,30230,0
0,0,0,0,0,40299,0
0,1,0,0,0,23950,1
0,1,0,0,0,25945,1
0,1,0,0,0,37161,4
0,1,0,0,0,62759,0
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,0,0,0,0,0,2
0,1,0,0,0,27046,0
0,1,0,0,0,32398,0
0,0,0,0,0,40299,4
0,1,0,0,0,35234,2
0,1,0,0,0,15846,0
0,1,0,0,0,12387,0
0,0,0,0,0,84363,0
0,1,0,0,0,36845,4
0,1,0,0,0,8968,2
0,1,0,0,0,34478,0
0,1,0,0,0,37161,0
0,1,0,0,0,0,2
0,1,0,0,0,0,2
0,1,0,0,0,0,3
0,1,0,0,0,60463,3
0,1,0,0,0,27046,2
0,0,41,0,41,16425,5
0,1,0,0,0,37161,3
0,1,0,0,0,51246,3
0,1,0,0,0,0,0
0,1,0,0,0,51246,1
0,1,0,0,0,58305,0
0,1,0,0,0,68691,0
0,1,0,0,0,0,4
0,0,0,0,0,23405,2
0,1,0,0,0,0,0
0,1,0,0,0,10352,4
0,1,0,0,0,1550,1
0,1,0,0,0,34811,4
0,1,0,0,0,0,2
0,1,0,0,0,0,3
0,0,0,0,0,75353,1
0,1,56,0,56,2435,0
0,1,320,0,320,486,1
0,0,0,0,0,98679,1
0,1,0,0,0,0,3
0,1,0,0,0,12387,6
0,1,0,0,0,37614,2
0,0,0,0,0,84363,1
0,1,0,0,0,0,0
0,1,0,0,0,64783,1
0,0,0,0,0,61423,0
0,1,0,0,0,0,0
0,1,0,0,0,61606,2
0,1,0,0,0,67400,3
0,1,0,0,0,0,3
0,0,0,0,0,61423,4
0,1,0,0,0,51246,2
0,1,0,0,0,15846,1
0,1,0,0,0,0,4
0,0,0,0,0,22891,1
0,0,0,0,0,44451,0
0,1,0,0,0,0,0
0,0,0,0,0,25709,2
0,1,0,0,0,0,3
0,1,0,0,0,0,0
0,1,0,0,0,0,4
0,1,0,0,0,37614,1
0,0,0,0,0,93026,0
0,0,0,0,0,16425,2
0,0,0,0,0,16425,5
0,1,0,0,0,34811,1
0,0,0,0,0,31016,1
0,1,0,0,0,0,0
0,1,0,0,0,60463,0
0,1,0,0,0,0,2
0,1,0,0,0,60570,0
0,1,0,0,0,0,4
0,0,0,0,0,25709,1
0,1,0,0,0,0,4
0,1,0,0,0,40480,0
0,1,0,0,0,10352,1
0,1,0,0,0,91878,4
0,1,0,0,0,60570,1
0,0,0,0,0,40299,5
0,1,0,0,0,48717,1
0,0,0,0,0,0,2
0,1,0,0,0,30230,2
0,1,102,0,102,2774,0
0,1,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,60463,2
0,1,0,0,0,67400,6
0,1,0,0,0,12993,3
0,1,0,0,0,0,0
0,1,0,0,0,30230,1
0,1,0,0,0,0,1
0,1,0,0,0,10352,2
0,0,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,0,3
0,1,0,0,0,0,2
0,1,0,0,0,64783,0
0,0,1,0,1,1616,0
0,1,0,0,0,0,1
0,1,0,0,0,94243,0
0,1,0,0,0,0,2
0,1,0,0,0,58305,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,15846,4
0,1,0,0,0,53149,4
0,1,0,0,0,0,1
0,1,0,0,0,10352,1
0,1,0,0,0,23040,3
0,1,0,0,0,17592,2
0,1,0,0,0,10414,0
0,1,0,0,0,54210,0
0,1,0,0,0,0,3
0,1,0,0,0,23950,1
0,0,0,0,0,41475,0
0,1,434,0,434,538,0
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,91878,4
0,1,0,0,0,77628,0
0,0,0,0,0,18495,0
0,1,0,0,0,0,1
0,1,0,0,0,36674,0
0,1,0,0,0,65060,2
0,1,0,0,0,51784,3
0,1,0,0,0,61606,3
0,0,0,0,0,25709,1
0,1,0,0,0,0,3
0,1,0,0,0,27046,1
0,1,0,0,0,68648,2
0,0,0,0,0,93026,0
0,1,0,0,0,0,0
0,1,112,0,112,538,0
0,1,0,0,0,23950,1
0,1,0,0,0,17592,0
0,1,0,0,0,0,3
0,1,0,0,0,0,0
0,1,0,0,0,63847,0
0,1,0,0,0,53149,3
0,0,0,0,0,25709,0
0,1,0,0,0,30230,4
0,1,0,0,0,48717,0
0,0,0,0,0,22891,3
