website_type,safety_r,reputation,trustworthiness,child_safety,date
2,1,0,0,0,819
2,1,3.9,77,0,806
2,2,4.4,88,88,819
2,1,3.8,76,97,808
1,2,3.6,72,85,807
2,1,2.1,42,43,809
2,2,4,81,80,820
2,1,2.8,56,56,811
2,1,3.5,70,39,810
2,2,4.2,83,82,816
2,1,3.6,73,71,820
2,1,0,0,0,817
2,1,0,0,0,817
2,1,3.6,73,74,805
2,2,4.5,91,90,818
7,2,4.7,93,89,793
7,2,4.7,93,89,805
5,2,4.3,86,88,815
2,2,3.2,64,65,818
2,1,3.7,74,87,812
2,1,2.6,52,57,818
2,2,3.1,63,68,818
2,1,3.5,70,82,805
2,1,3.1,62,77,811
2,2,4.2,83,82,812
2,1,2.1,42,43,814
2,2,3.3,65,70,815
2,2,3.6,73,71,818
2,1,3.1,63,86,816
2,1,3.5,70,82,800
2,2,4.5,91,88,799
2,1,3.3,66,84,791
2,1,4.7,94,61,794
2,1,0,0,0,816
3,2,4,79,80,819
2,1,4.9,98,97,807
2,1,2.1,43,27,812
2,1,2.6,52,57,814
2,1,0,0,0,813
2,2,4,81,76,819
2,1,3.1,63,74,819
2,1,0,0,0,816
2,2,4.2,83,80,807
2,2,3.6,73,71,813
2,1,0,0,0,808
2,1,3.1,63,74,819
2,1,2.7,54,49,801
2,1,3.5,69,92,790
2,2,4.7,93,90,806
2,2,3.1,63,70,819
2,1,3.6,73,71,801
2,1,2.5,51,41,818
2,1,3.3,66,72,811
2,1,3,60,87,813
2,1,3.1,63,74,819
2,1,2.1,43,27,817
1,2,3.6,72,85,794
2,2,4.5,91,90,818
2,1,3.6,72,80,807
2,2,3.6,73,71,813
2,1,2.8,56,45,816
2,1,0,0,0,812
2,2,3.5,70,74,810
2,2,4.5,90,89,810
2,1,2.1,42,43,807
2,2,4.3,87,87,814
3,2,4.3,86,84,819
2,2,4.3,87,87,819
2,1,3,61,65,819
2,2,4.4,88,91,817
2,1,3.1,63,86,818
2,1,3.4,67,78,815
8,2,4.6,92,92,818
2,1,3.5,70,39,814
2,1,0.3,7,29,820
2,1,3,60,65,818
2,1,4.6,92,90,807
2,1,0,0,0,816
2,2,4.2,83,82,815
2,1,3.6,73,71,806
2,1,2.3,45,43,809
2,1,3.4,68,89,819
2,2,4.5,91,90,818
2,1,3.9,77,0,813
2,2,4.3,87,87,820
2,2,4.3,87,87,818
2,1,0,0,0,815
2,1,0,0,0,815
2,1,2.1,43,27,818
2,2,4.5,89,88,796
2,2,4.5,91,90,807
2,2,4.2,83,82,817
2,1,0,0,0,816
2,1,3.3,66,84,793
2,2,4,81,80,820
