website_type,safety_r,reputation,trustworthiness,child_safety,readability
2,1,0,0,0,2
2,1,0,0,0,3
2,1,3.9,77,0,3
2,2,4.4,88,88,4
2,1,3.8,76,97,2
1,2,3.6,72,85,1
2,1,2.1,42,43,4
2,2,4,81,80,1
2,1,2.8,56,56,0
2,1,3.5,70,39,0
2,2,4.2,83,82,2
2,1,3.6,73,71,3
2,1,0,0,0,0
2,1,0,0,0,4
2,1,3.6,73,74,1
2,2,4.5,91,90,0
7,2,4.7,93,89,2
7,2,4.7,93,89,5
5,2,4.3,86,88,1
2,2,3.2,64,65,1
2,1,3.7,74,87,0
2,1,2.6,52,57,0
2,2,3.1,63,68,2
2,1,3.5,70,82,0
2,1,3.1,62,77,4
2,2,4.2,83,82,1
2,1,2.1,42,43,4
2,2,3.3,65,70,0
2,2,3.6,73,71,1
2,1,3.1,63,86,4
2,1,3.5,70,82,1
2,2,4.5,91,88,5
2,1,3.3,66,84,1
2,1,4.7,94,61,2
2,1,0,0,0,2
3,2,4,79,80,0
2,1,4.9,98,97,0
2,1,2.1,43,27,2
2,1,2.6,52,57,2
2,1,0,0,0,6
2,2,4,81,76,3
2,1,3.1,63,74,0
2,1,0,0,0,1
2,2,4.2,83,80,1
2,2,3.6,73,71,2
2,1,0,0,0,0
2,1,3.1,63,74,1
2,1,2.7,54,49,3
2,1,3.5,69,92,2
2,2,4.7,93,90,0
2,2,3.1,63,70,0
2,1,3.6,73,71,1
2,1,2.5,51,41,0
2,1,3.3,66,72,2
2,1,3,60,87,0
2,1,3.1,63,74,0
2,1,2.1,43,27,0
1,2,3.6,72,85,4
2,2,4.5,91,90,4
2,1,3.6,72,80,1
2,2,3.6,73,71,1
2,1,2.8,56,45,3
2,1,0,0,0,2
2,2,3.5,70,74,0
2,2,4.5,90,89,0
2,1,2.1,42,43,3
2,2,4.3,87,87,1
3,2,4.3,86,84,0
2,2,4.3,87,87,0
2,1,3,61,65,1
2,2,4.4,88,91,0
2,1,3.1,63,86,4
2,1,3.4,67,78,0
8,2,4.6,92,92,0
2,1,3.5,70,39,1
2,1,0.3,7,29,0
2,1,3,60,65,2
2,1,4.6,92,90,3
2,1,0,0,0,3
2,2,4.2,83,82,1
2,1,3.6,73,71,3
2,1,2.3,45,43,1
2,1,3.4,68,89,2
2,2,4.5,91,90,0
2,1,3.9,77,0,0
2,2,4.3,87,87,0
2,2,4.3,87,87,1
2,1,0,0,0,0
2,1,0,0,0,3
2,1,2.1,43,27,0
2,2,4.5,89,88,0
2,2,4.5,91,90,3
2,2,4.2,83,82,0
2,1,0,0,0,4
2,1,3.3,66,84,0
2,2,4,81,80,3
